title,authors,affiliations,citedby,publisher,Year
"Efficacy of lasmiditan, rimegepant and ubrogepant for acute treatment of migraine in triptan insufficient responders: systematic review and network meta-analysis",Laohapiboolrattana W.,Naresuan University (Thailand),0,BioMed Central Ltd,2024
"A reduced-dose recombinant pertussis vaccine booster in Thai adolescents: a phase 2/3, observer-blinded, randomised controlled, non-inferiority trial",Puthanakit T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier B.V.,2024
A systematic review and meta-analysis of factors contributing to post-kidney transplant anemia and the effect of erythropoietin-stimulating agents,Chienwichai K.,Hatyai Hospital (Thailand),0,BioMed Central Ltd,2024
"Corrigendum to “Endo- and exo-levanases from Bacillus subtilis HM7: Catalytic components, synergistic cooperation, and application in fructooligosaccharide synthesis” [Int. J. Biol. Macromol. 271(Part 1) (2024) 132508] (International Journal of Biological Macromolecules (2024) 271(P1), (S0141813024033130), (10.1016/j.ijbiomac.2024.132508))",Charoenwongpaiboon T.,Silpakorn University (Thailand),0,Elsevier B.V.,2024
Impact of gene polymorphisms involved in the vitamin D metabolic pathway on the susceptibility to and severity of autism spectrum disorder,Saechua C.,Chulalongkorn University (Thailand),0,Nature Research,2024
"Urine-Xpert Ultra for the diagnosis of tuberculosis in people living with HIV: a prospective, multicentre, diagnostic accuracy study",Sossen B.,"Faculty of Health Sciences, University of Cape Town (South Africa)",1,Elsevier Ltd,2024
Elucidating ever-changing information needs for the 2024 Noto Peninsula Earthquake using web search queries,Kodaka A.,Chulalongkorn University (Thailand); Keio University (Japan),0,Elsevier Ltd,2024
A genome-wide association study in Swedish colorectal cancer patients with gastric- and prostate cancer in relatives,Samola Winnberg J.,Karolinska Universitetssjukhuset (Sweden); Karolinska Institutet (Sweden),0,BioMed Central Ltd,2024
Impact of resistant starch type 3 on fecal microbiota and stool frequency in Thai adults with chronic constipation randomized clinical trial,Luk-In S.,Mahidol University (Thailand),0,Nature Research,2024
Dietary pattern and the corresponding gut microbiome in response to immunotherapy in Thai patients with advanced non-small cell lung cancer (NSCLC),Sitthideatphaiboon P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"Religiosity, perceived family support, and gender disclosure of LGBTQ + medical students in Thailand",Wiwattanaworaset P.,"Faculty of Medicine, Prince of Songkla University (Thailand)",0,BioMed Central Ltd,2024
"Trends in hypertension prevalence, awareness, treatment, and control in the Thai population, 2004 to 2020",Aekplakorn W.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,BioMed Central Ltd,2024
Trainability barriers and opportunities in quantum generative modeling,Rudolph M.S.,École Polytechnique Fédérale de Lausanne (Switzerland),0,Nature Research,2024
Characteristics and therapeutic outcomes of subcutaneous panniculitis-like T-cell lymphoma with and without germline HAVCR2 mutations in Thai children and adolescents,Youthong P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
A novel polydopamine-coated bacterial cellulose/g-C<inf>3</inf>N<inf>4</inf> membrane for highly efficient photocatalytic degradation of methylene blue,Charurungsipong P.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
"Thermal adaptation affects expression and regulation of metabolism-, stress-, and immune-related genes in Artemia franciscana populations",Junprung W.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Exploring eating disorder risk among Thai transfeminine youth: a comparative study with cisgender females,Aungkawattanapong N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Electrochemical methods for the detection of heavy metal ions: From sensors to biosensors,Abd El-Raheem H.,Zewail City of Science and Technology (Egypt); CNRS Centre National de la Recherche Scientifique (France),0,Elsevier Inc.,2024
Antimicrobial and biodegradable hydrogel based on nanocellulose/alginate incorporated with silver nanoparticles as active packaging for poultry products,Somsesta N.,Navaminda Kasatriyadhiraj Royal Air Force Academy (Thailand),0,Nature Research,2024
An empirical study looking at the potential impact of increasing cost-effectiveness threshold on reimbursement decisions in Thailand,Isaranuwatchai W.,"Institute of Health Policy, Management and Evaluation (Canada); Thailand Ministry of Public Health (Thailand)",0,Elsevier B.V.,2024
Real-world experience with glucagon-like peptide 2 analogues in patients with short bowel syndrome and chronic intestinal failure: Results from an international survey in expert intestinal failure centers,Vanuytsel T.,"Departement Chronische Ziekten, Metabolisme en Veroudering (Belgium); KU Leuven– University Hospital Leuven (Belgium)",0,Elsevier Ltd,2024
Occurrence of fermentative and respiratory dissimilatory nitrate reduction to ammonium (DNRA) in flooded rice soil ecosystems: Potential pathways for nitrogen fertilizer management through organic supplementation,Chutivisut P.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
"The role of mobile edge computing in advancing federated learning algorithms and techniques: A systematic review of applications, challenges, and future directions",Rahmani A.M.,National Yunlin University of Science and Technology (Taiwan),0,Elsevier Ltd,2024
"Correction: The route to immersion: a conceptual framework for cross-disciplinary immersive theatre and experiences (Humanities and Social Sciences Communications, (2023), 10, 1, (961), 10.1057/s41599-023-02485-1)",Punpeng G.,Chulalongkorn University (Thailand),0,Springer Nature,2024
"Genetic diversity and spread of recombinant coxsackievirus A4 in hand, foot, and mouth disease cases in Bangkok, Thailand: 2017–2023",Puenpa J.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"MMP inhibition, marginal integrity and cytotoxicity of zinc-releasing GIC",Elseoudy N.,Graduate School of Medical and Dental Sciences (Japan),0,Elsevier Ltd,2024
Microwave assisted activation of silkworm excrement for fast adsorption of methylene blue and high performance supercapacitor,Pimsawat A.,"Faculty of Science, Khon Kaen University (Thailand)",0,Nature Research,2024
Masticatory function between chewing with and without wearing clear thermoplastic appliances,Jirawiwatsaree R.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Does short-span chemical oxidation induce more weathering than prolonged thermal aging on polypropylene microplastics? Its consequence during the interaction with cadmium,Narhayanan T.N.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Assessment and classification of different ashes from waste incinerators in Thailand,Muthuraja R.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Assessing systematic biases in farmers’ local weather change perceptions,Arora G.,"Indraprastha Institute of Information Technology, Delhi (India); Chulalongkorn University (Thailand)",0,Nature Research,2024
"Nanocellulose-graphene hybrid composites: Fabrication, characterization, applications and environmental impact",Yusuf J.,Universiti Putra Malaysia (Malaysia),0,Elsevier B.V.,2024
"Real-Life Data of Secukinumab in Patients with Moderate to Severe Plaque Psoriasis, Psoriatic Arthritis, and Ankylosing Spondylitis: Patient Baseline Characteristics Data from the PROMPT Study",Rattanakaemakorn P.,Ramathibodi Hospital (Thailand),0,Adis,2024
Scaled-up production and recovery of lipopeptide biosurfactant and its application for washing petroleum-contaminated drill cuttings,Khondee N.,Naresuan University (Thailand),0,Elsevier Ltd,2024
Boosting de-solvation via halloysite nanotubes-cellulose composite separator for dendrite-free zinc anodes,Wang M.,Yanshan University (China),0,Elsevier Ltd,2024
A customizable and low-cost 3D-printed transwell device coupled with 3D cell culture for permeability assay,Supjaroen P.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Comparative time-series analyses of gut microbiome profiles in genetically and chemically induced lupus-prone mice and the impacts of fecal transplantation,Chatthanathon P.,Chulalongkorn University (Thailand),0,Nature Research,2024
Acute effects of Mozart K.448 on interictal epileptiform discharges in adult patients with drug-resistant focal epilepsy: A crossover randomized controlled trial,Tosamran S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,W.B. Saunders Ltd,2024
The CRISPR-dCas9 interference system suppresses inhA gene expression in Mycobacterium smegmatis,Singpanomchai N.,Chulalongkorn University (Thailand),0,Nature Research,2024
Survey of sand fly fauna in six provinces of Southern Vietnam with species identification using DNA barcoding,Nguyen T.T.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
From infinite to infinitesimal: Using the universe as a dataset to probe Casimir corrections to the vacuum energy from fields inhabiting the dark dimension,Anchordoqui L.A.,The Graduate Center (United States); Lehman College (United States); American Museum of Natural History (United States),0,Elsevier B.V.,2024
Mechanistic exploration of bioactive constituents in Gnetum gnemon for GPCR-related cancer treatment through network pharmacology and molecular docking,Chatatikun M.,Walailak University (Thailand),0,Nature Research,2024
Rise of implantable drugs: A chronicle of breakthroughs in drug delivery systems,Huanbutta K.,Rangsit University (Thailand),0,Elsevier B.V.,2024
Graphene oxide-chitosan coated PVDF adsorptive microfiltration membrane: Enhancing dye removal and antifouling properties,Ndeh N.T.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Case detection of familial hypercholesterolemia using various criteria during an annual health examination in the workplace,Ganokroj P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier B.V.,2024
Identification of FOXM1 as a novel protein biomarker and therapeutic target for colorectal cancer progression: Evidence from immune infiltration and bioinformatic analyses,Natarajan S.R.,Saveetha Dental College And Hospitals (India),0,Elsevier B.V.,2024
First detection of multidrug-resistant and toxigenic Pasteurella aerogenes in sow vaginal discharge: a novel threat to swine health in Thailand,Keeratikunakorn K.,Mahidol University (Thailand),1,Nature Research,2024
Comparative proteomic analysis of male and female androgenetic alopecia: elucidating gender-specific molecular patterns,Charoensuksira S.,Thammasat University (Thailand),0,Springer Nature,2024
The influence of air pollution on skin microbiome: a link to skin barrier dysfunction,Boonpethkaew S.,Thammasat University (Thailand),0,Springer Nature,2024
Changes of bone turnover markers and bone mineral density among postmenopausal Thai women with osteoporosis receiving generic risedronate,Suwan A.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Exploring molecular spectrum in thai patients with maple syrup urine disease: unveiling a common variant,Lakkhana P.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,BioMed Central Ltd,2024
Deciphering rhodamine B dye degradation via the non-radical (<sup>1</sup>O₂) pathway: Toxicological assessment using Zebra fish (Danio rerio) and yeast cells (Saccharomyces cerevisiae),Ramanathan S.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Investigating the colon toxicity and carcinogenic role of monosodium glutamate compared with Dimethylhydrazine in male Wistar rats: Exploring the link to childhood colon cancer risk,Sundari Rajendran M.,Karpagam Academy of Higher Education (India),0,Elsevier B.V.,2024
Effect of inlet gas and liquid velocity profiles on drift-flux model in a vertical large rectangular channel,Rassame S.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Magnetic 3D bioprinting of skeletal muscle spheroid for a spheroid-based screening assay,Chaweewannakorn C.,Chulalongkorn University (Thailand),0,Society for Laboratory Automation and Screening (SLAS),2024
"Snail shell derived magnetic nanocatalysts for biodiesel production: Process optimization through response surface methodology, kinetics, and thermodynamic studies",Ao S.,National Institute of Technology Silchar (India),1,Elsevier Ltd,2024
Early inflammation as a footprint of increased mortality risk in infants living with HIV from three African countries,Morrocchi E.,Boston Children's Hospital (United States); IRCCS Ospedale Pediatrico Bambino Gesù (Italy),0,Nature Research,2024
