title,authors,affiliations,citedby,publisher,Year
Long-term effects of ambient particulate matter on hypertension among royal Thai army officers: a retrospective cohort study,Poobunjirdkul S.,"Phramongkutklao College of Medicine (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Mahidol University - ASEAN Institute for Health Development,2024
Measurement of the production cross section for a W boson in association with a charm quark in proton–proton collisions at √s=13TeV,Tumasyan A.,Yerevan Physics Institute (Armenia); Yerevan State University (Armenia),2,Springer Nature,2024
Luminosity determination using Z boson production at the CMS experiment,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,Springer Nature,2024
Design and Development of Real-Time IIoT for Multi-cloud Factory Vehicle Monitoring System,Kulthumrongkul P.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Which factors determine adaptation to drought amongst farmers in Northern Thailand? Investigating farmers’ appraisals of risk and adaptation and their exposure to drought information communications as determinants of their adaptive responses,Sutcliffe C.,Royal Horticulture Society (United Kingdom); Cranfield University (United Kingdom),0,Springer Science and Business Media B.V.,2024
Microfibre-Functionalised Silk Hydrogels,Kaewchuchuen J.,University of Strathclyde (United Kingdom),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
"Unlocking Therapeutic Potential: Comprehensive Extraction, Profiling, and Pharmacological Evaluation of Bioactive Compounds from Eclipta alba (L.) Hassk. for Dermatological Applications",Myo H.,Chulalongkorn University (Thailand),1,Multidisciplinary Digital Publishing Institute (MDPI),2024
A Half-Century of Human Impact on Nan River Runoff and Sediment Load Supplied to the Chao Phraya River,Namsai M.,Chulalongkorn University (Thailand); Thailand Royal Irrigation Department (Thailand),1,Multidisciplinary Digital Publishing Institute (MDPI),2024
Impact of air pollution on cardiorespiratory diseases in Southern Thailand,Buya S.,"Japan Advanced Institute of Science and Technology (Japan); Sirindhorn International Institute of Technology, Thammasat University (Thailand)",3,Elsevier B.V.,2024
Evaluation of accuracy of deep learning and conventional neural network algorithms in detection of dental implant type using intraoral radiographic images: A systematic review and meta-analysis,Dashti M.,SBUMS School of Dentistry (Iran),2,Elsevier Inc.,2024
Influence of Application Modes on Increasing Bond Strength Longevity of Self-etching and Universal Adhesive Systems to Enamel,Falcione D.L.,Faculdade São Leopoldo Mandic (Brazil),0,No Publisher,2024
The Effect of a Deproteinizing Pretreatment on the Bonding Performance and Acid Resistance of a Two-step Self-etch Adhesive on Eroded Dentin,Yang Y.,Graduate School of Medical and Dental Sciences (Japan),1,No Publisher,2024
"Engaging multi-stakeholders to develop a great digital assistive technology that Parkinson's disease patients love, value, and use to improve motor aspects of daily living",Bhidayasiri R.,King Chulalongkorn Memorial Hospital (Thailand); Academy of Science (Thailand),3,Elsevier,2024
Serum anti-Müllerian hormone around the time of ovulation simulated by exogenous hormones in clouded leopards (Neofelis nebulosa),Chumsri S.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
A biological-like synthesis framework for software engineering environments,Sophatsathit P.,Chulalongkorn University (Thailand),0,Taylor and Francis Ltd.,2024
Comparison of Tissue Adequacy from Office-based Endometrial Sampling between Manual Vacuum Aspiration and the Wallach Endocell in Premenopausal and Perimenopausal Women with Abnormal Uterine Bleeding: A randomized controlled trial,Apirakviriya C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2024
Embracing the promise of artificial intelligence to improve patient care in movement disorders,Bhidayasiri R.,King Chulalongkorn Memorial Hospital (Thailand); Academy of Science (Thailand),1,Elsevier,2024
Two new rotenoid glycosides from the rhizomes of Stemona curtisii Hook. f,Idowu O.,Chulalongkorn University (Thailand),0,Taylor and Francis Ltd.,2024
Unlocking the persuasive power of virtual influencer on brand trust and purchase intention: a parallel mediation of source credibility,Chaihanchanchai P.,Chulalongkorn University (Thailand),8,Routledge,2024
"Actinoplanes pyxinae sp. nov., a new lichen-derived rare actinobacterium exhibiting antimicrobial and anticancer activity",Somphong A.,Chulalongkorn University (Thailand),1,Microbiology Society,2024
Proteomic analysis of pulmonary arteries and lung tissues from dogs affected with pulmonary hypertension secondary to degenerative mitral valve disease,Sakarin S.,Chulalongkorn University (Thailand),3,Public Library of Science,2024
The Immunological Facets of Chondrocytes in Osteoarthritis: A Narrative Review,Sengprasert P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Journal of Rheumatology,2024
mRNA Expression Profiling in Hydatidiform Mole: Comparison between Pre-Gestational Trophoblastic Neoplasia Moles and Remission Moles,Areeruk W.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2024
Development and Validation of a Prediction Score for Spinal-anesthesia Induced Hypotension in Cesarean Delivery: A prospective cohort study,Tingthanathikul W.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Thammasat University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2024
Immersion prime and oral boost vaccination with an inactivated Vibrio harveyi vaccine confers a specific immune response and protection in Asian seabass (Lates calcarifer),Lan N.G.T.,Chulalongkorn University (Thailand); Asian Institute of Technology Thailand (Thailand),3,Academic Press,2024
Improving the quality of chilled semen from Thai native chicken using phosphorus and vitamin B12 supplementation in semen extender,Suwimonteerabutr J.,Chulalongkorn University (Thailand),2,Elsevier Inc.,2024
"A simple and rapid colorimetric detection of methanol, ethanol, and isopropanol and its application toward alcohol-based hand sanitizer quality control",Sukma W.,Chulalongkorn University (Thailand),2,Taylor and Francis Ltd.,2024
Effluent toxicity study using biomarkers for ciprofloxacin photoelectrocatalytic degradation by bismuth-doped titanium dioxide nanotubes,Oliveira E.M.,Federal University of Technology (UTFPR) (Brazil); Midwestern Parana State University (UNICENTRO) (Brazil),0,Taylor and Francis Ltd.,2024
Micro kinetic analysis of the CO<inf>2</inf> hydrate formation and dissociation with L-tryptophan in brine via high pressure in situ Raman spectroscopy for CO<inf>2</inf> sequestration,Jeenmuang K.,Chulalongkorn University (Thailand),21,Elsevier B.V.,2024
How Is a Cutting Guide with Additional Anatomical References Better in Fibular-Free Flap Mandibular Reconstruction? A Technical Strategy,Yodrabum N.,Siriraj Hospital (Thailand),0,Lippincott Williams and Wilkins,2024
Factors associated with farrowing assistance in hyperprolific sows,Wongwaipisitkul N.,Chulalongkorn University (Thailand),6,Asian-Australasian Association of Animal Production Societies,2024
Alternative approach for delivery of a depigmenting agent via dissolving microneedle arrays: Formulations and in vivo efficacy,Kitsongsermthon J.,Chulalongkorn University (Thailand),0,Editions de Sante,2024
"Acute Gastroenteritis Associated with Norovirus GII.8[P8], Thailand, 2023",Chuchaona W.,Chulalongkorn University (Thailand),0,Centers for Disease Control and Prevention (CDC),2024
Decreased bone mineral density is associated with an increased number of teeth with periodontitis progression: a 5-year retrospective cohort study,Khunthananithi P.,Chulalongkorn University (Thailand),3,Springer Science and Business Media Deutschland GmbH,2024
Behaviors of the Elderly at Shopping Malls and Facility Management to Address Their Needs,Jarutach T.,Chulalongkorn University (Thailand),0,Faculty of Architecture and Planning Thammasat University,2024
Difficulties with pronouns in autism: Experimental results from Thai children with autism,Chanchaochai N.,Chulalongkorn University (Thailand); University of Pennsylvania (United States),0,Routledge,2024
Relationships between Thai language proficiency and livelihoods of Myanmar urban migrant workers,Min A.K.,Chulalongkorn University (Thailand),1,Faculty of Architecture and Planning Thammasat University,2024
"The Practical Renovation of a Privately-Owned Wooden House: Case of Khun Prasit’s House, Ang Thong Province, Thailand",Tienthavorn T.,Chulalongkorn University (Thailand),1,Faculty of Architecture and Planning Thammasat University,2024
Antiviral properties of Penaeus monodon cyclophilin A in response to white spot syndrome virus infection in the black tiger shrimp,Vatanavicharn T.,King Mongkut's Institute of Technology Ladkrabang (Thailand),0,Academic Press,2024
Novel Multifunctional Sewage Sludge-based Adsorbents For Treatment Of Municipal Wastewater,Chaiwong C.,Kasetsart University (Thailand); Asian Institute of Technology Thailand (Thailand),2,Tamkang University,2024
Pleomorphism of premature ventricular complexes originating from papillary muscles and their myocardial connections,Huntrakul A.,University of Michigan Medical School (United States); King Chulalongkorn Memorial Hospital (Thailand),1,Elsevier B.V.,2024
A method for determining the maximum P2P penetration considering stakeholder benefits,Larbwisuthisaroj S.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
Anthropogenically-induced atmospheric Pb cycle in low-latitude Asia since the Industrial Revolution recorded by high-resolution stalagmites,Wang T.,Institute of Earth Environment (China); University of Chinese Academy of Sciences (China),5,Elsevier B.V.,2024
Metastatic Cardiac Tumour Mimicking Acute ST-Elevation Myocardial Infarction,Sitticharoenchai P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier Inc.,2024
Clinical utility of procalcitonin in implementation of procalcitonin-guided antibiotic stewardship in the South-East Asia and India: evidence and consensus-based recommendations,Kwa A.L.H.,Duke-NUS Medical School (Singapore),1,Taylor and Francis Ltd.,2024
The case of a 26-year-old male with subacute progressive visual loss,Pongpitakmetha T.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Nonlinear Settlement Prediction of Axially Loaded Pile Group Using Load-Transfer Method,Boonyatee T.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Analysis of One-Dimensional Hexagonal Quasicrystal Elastic Layer Under Surface Loads,Vo A.K.L.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Random Field Modelling of Soil Shear Strength for Reliability Analysis of Deep Excavation in Sand,Nguyen T.S.,Mientrung University of Civil Engineering (Viet Nam),0,Springer Science and Business Media Deutschland GmbH,2024
Tocotrienol monomers and dimers from the roots of Litchi chinensis with tyrosinase inhibition activity,Wisetsai A.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Amaryllidaceae alkaloids from the bulbs of Crinum latifolium L. and their cholinesterase inhibitory activities,Chaichompoo W.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
Genome-wide analysis of carotenoid cleavage oxygenases and identification of ripening-associated DzNCED5a in durian (Durio zibethinus) fruit,Tantisuwanichkul K.,Chulalongkorn University (Thailand),2,Elsevier Masson s.r.l.,2024
"Promoting young children’s creative thinking, social skills, and attention using guided play and loose parts",Jaruchainiwat P.,Chulalongkorn University (Thailand),0,Kasetsart University,2024
Assessing the Implementation and Performance of Automated Trading Software with Non-Biased Human Decisions in the Derivatives Market: Evidence from Thailand,Muayteng K.,Chulalongkorn University (Thailand),0,Success Culture Press,2024
"Investigating informal transport travelers’ heterogeneity: A case study of Silor in Bangkok, Thailand",Amrapala C.,Chulalongkorn University (Thailand),0,Kasetsart University,2024
Validation of the Thai version of the Savoring Beliefs Inventory of elderly cancer patients and their family caregivers in Thailand,Damrongsakul K.,Chulalongkorn University (Thailand),0,Kasetsart University,2024
